Eventi da inserire - dev
Id;EventName;Description;Category;StartDate;EndDate;Link;HighlightEvent;Creator;CreatorLogo;TopImage;BottomImage;Mode;SdgImage;SdgTag;Region;Address;Latitude;Longitude
;Retake Torino-Collegno;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/RetakeTorino/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Turin, Italy;45,0703393;7,686864
;Retake Trevi;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/1390659821378635;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Trevi, Perugia, Italia;42,8776412;12,7488082
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Treviso, Italia;45,6668893;12,2430437
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Padova, Italia;45,4064349;11,8767611
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Belluno, Italia;46,1424635;12,2167088
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Rovigo, Italia;45,0698118;11,7902158
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Venezia, Italia;45,4408474;12,3155151
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Gorizia, Italia;45,9401812;13,6201754
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Trieste, Italia;45,6495264;13,7768182
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Pordenone, Italia;45,9626398;12,6551362
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Bolzano/Bozen, Italia;46,4982953;11,3547582
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Trento, Italia;46,0747793;11,1217486
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Bergamo, Italia;45,6982642;9,6772698
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Como, Italia;45,8080597;9,0851765
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Brescia, Italia;45,5415526;10,2118019
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Cremona, Italia;45,133249;10,0226511
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Lodi, Italia;45,3097228;9,503716
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Lecco, Italia;45,8565698;9,3976704
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Mantova, Italia;45,1564168;10,7913751
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Milano, Italia;45,4642035;9,189982
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Pavia, Italia;45,1847248;9,1582069
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Varese, Italia;45,8205989;8,8250576
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Monza e della Brianza, Italia;45,623599;9,2588015
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Sondrio, Italia;46,1698583;9,8787674
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Alessandria, Italia;44,9072727;8,6116796
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Biella, Italia;45,5628842;8,0583397
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Asti, Italia;44,9007512;8,2064257
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Cuneo, Italia;44,3844766;7,5426711
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Torino, Italia;45,0703393;7,686864
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Novara, Italia;45,44693;8,6221612
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Verbano-Cusio-Ossola, Italia;46,1399688;8,2724649
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Vercelli, Italia;45,3202272;8,4185735
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Genova, Italia;44,4056499;8,946256
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Imperia, Italia;43,8896857;8,039517
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Savona, Italia;44,2975603;8,4645
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;La Spezia, Italia;44,1024504;9,8240826
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Aosta, Italia;45,7349551;7,3130762
